url,status,redirect_chain,final_url,canonical,canonical_is_self,meta_robots,title,title_len,description,description_len,og_url,og_title,h1_count,h1,word_count,outbound_links,inbound_links,jsonld_blocks,found_by_link_crawl,error
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-2-aggregate-demand-and-aggregate-supply-analysis,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-2-aggregate-demand-and-aggregate-supply-analysis,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-3-the-determinants-of-aggregate-demand,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-3-the-determinants-of-aggregate-demand,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-4-aggregate-demand-and-the-level-of-economic-activity,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-4-aggregate-demand-and-the-level-of-economic-activity,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-5-determinants-of-short-run-aggregate-supply,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-5-determinants-of-short-run-aggregate-supply,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-6-determinants-of-long-run-aggregate-supply,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-2-6-determinants-of-long-run-aggregate-supply,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-1-economic-growth-and-the-economic-cycle,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-1-economic-growth-and-the-economic-cycle,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-2-employment-and-unemployment,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-2-employment-and-unemployment,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-3-inflation-and-deflation,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-3-inflation-and-deflation,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-4-possible-conflicts-between-macroeconomic-policy-objectives,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-3-4-possible-conflicts-between-macroeconomic-policy-objectives,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-1-the-structure-of-financial-markets-and-financial-assets,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-1-the-structure-of-financial-markets-and-financial-assets,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-2-commercial-banks-and-investment-banks,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-2-commercial-banks-and-investment-banks,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-3-central-banks-and-monetary-policy,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-3-central-banks-and-monetary-policy,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-4-the-regulation-of-the-financial-system,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-4-4-the-regulation-of-the-financial-system,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-5-1-fiscal-policy,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-5-1-fiscal-policy,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-5-2-supply-side-policies,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-5-2-supply-side-policies,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-1-globalisation,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-1-globalisation,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-2-trade,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-2-trade,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-3-the-balance-of-payments,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-3-the-balance-of-payments,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-4-exchange-rate-systems,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-4-exchange-rate-systems,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-5-economic-growth-and-development,200,,https://economicsacademy.co.uk/flashcards/aqa/macro/?topic=2-6-5-economic-growth-and-development,https://economicsacademy.co.uk/flashcards/aqa/macro/,False,,AQA A-Level Economics Macroeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics macroeconomics: policy objectives, index numbers, national income, AD/AS analysis and diagrams, with spaced repetition.",173,https://economicsacademy.co.uk/flashcards/aqa/macro/,AQA A-Level Economics Macroeconomics Flashcards,1,AQA A-Level Economics Macroeconomics Flashcards,595,30,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/,https://economicsacademy.co.uk/flashcards/aqa/micro/,True,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-1-economic-methodology,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-1-economic-methodology,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-2-the-nature-and-purpose-of-economic-activity,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-2-the-nature-and-purpose-of-economic-activity,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-3-economic-resources,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-3-economic-resources,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-4-scarcity-choice-and-the-allocation-of-resources,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-4-scarcity-choice-and-the-allocation-of-resources,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-5-production-possibility-diagrams,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-1-5-production-possibility-diagrams,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-1-consumer-behaviour,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-1-consumer-behaviour,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-2-imperfect-information,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-2-imperfect-information,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-3-aspects-of-behavioural-economic-theory,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-3-aspects-of-behavioural-economic-theory,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-4-behavioural-economics-and-economic-policy,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-2-4-behavioural-economics-and-economic-policy,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-1-the-determinants-of-the-demand-for-goods-and-services,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-1-the-determinants-of-the-demand-for-goods-and-services,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-2-price-income-and-cross-elasticities-of-demand,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-2-price-income-and-cross-elasticities-of-demand,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-3-the-determinants-of-the-supply-of-goods-and-services,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-3-the-determinants-of-the-supply-of-goods-and-services,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-4-price-elasticity-of-supply,200,,https://economicsacademy.co.uk/flashcards/aqa/micro/?topic=1-3-4-price-elasticity-of-supply,https://economicsacademy.co.uk/flashcards/aqa/micro/,False,,AQA A-Level Economics Microeconomics Flashcards,47,"Free interactive flashcards for AQA A-Level Economics microeconomics: AQA's own definitions, behavioural economics, market failure and diagrams, with spaced repetition.",168,https://economicsacademy.co.uk/flashcards/aqa/micro/,AQA A-Level Economics Microeconomics Flashcards,1,AQA A-Level Economics Microeconomics Flashcards,813,59,1,2,True,
