path,link_type,anchor_text,target,insertion_context,flags
revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,related,costs of production,/revision-notes/aqa-a2-micro/1-4-4-costs-of-production.html,"Cause: e.g., A fall in costs of production or a government subsidy.",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,related,price discrimination,/revision-notes/aqa-a2-micro/1-5-7-price-discrimination.html,"gure> Prior to price discrimination, consumer and producer surplus are distributed as sho",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-2-the-objectives-of-firms.html,related,economies of scale,/revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,market share or benefit from economies of scale to lower average costs. Both of these can in,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-3-perfect-competition.html,related,Productive efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,m Productive efficiency: Yes - Firms in perfect competition produce at,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-4-monopolistic-competition.html,related,Productive efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,m Productive efficiency: No - The firm does n,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-4-monopolistic-competition.html,related,economies of scale,/revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,"to charge a premium. Firms are also small and lack economies of scale, which can lead to higher production costs and pric",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-5-oligopoly.html,related,economies of scale,/revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,"to entry: High barriers to entry, such as economies of scale, brand loyalty, and legal restrictions, limit compe",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-5-oligopoly.html,related,price elasticity of demand,/revision-notes/aqa-a2-micro/1-3-2-price-income-and-cross-elasticities-of-demand.html,"rease brand awareness and loyalty, which can reduce price elasticity of demand. <strong",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-6-monopoly-and-monopoly-power.html,related,Productive efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,> Productive efficiency: No - The firm does,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-6-monopoly-and-monopoly-power.html,related,diseconomies of scale,/revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,d costs over a larger output and does not suffer from diseconomies of scale. This means that a single firm can produce at a lower,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-7-price-discrimination.html,related,consumer surplus,/revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,"aximum price they are willing to pay, capturing all consumer surplus as profit e.g. auctions.",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-7-price-discrimination.html,related,Economies of Scale,/revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,ounts or premium versions. Also known as Purchasing Economies of Scale. <span c,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-9-contestable-and-non-contestable-markets.html,related,perfect competition,/revision-notes/aqa-a2-micro/1-5-3-perfect-competition.html,"et, the more firm behaviour tends to resemble perfect competition , with lower prices, higher output, and great",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-5-9-contestable-and-non-contestable-markets.html,related,allocative efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,"trong>, with lower prices, higher output, and greater allocative efficiency. This means it i",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-6-1-the-demand-for-labour-marginal-productivity-theory.html,related,law of diminishing returns,/revision-notes/aqa-a2-micro/1-4-3-the-law-of-diminishing-returns-and-returns-to-scale.html,"trong>, and it slopes downward because of the law of diminishing returns . <div class=""chart-contain",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-6-2-influence-upon-the-supply-of-labour-to-different-markets.html,related,technological change,/revision-notes/aqa-a2-micro/1-4-8-technological-change.html,"the need for specific training or qualifications, and technological change. Government Policies to Improve",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-6-4-wage-determination-imperfectly-competitive-labour-markets.html,related,Imperfect Information,/revision-notes/aqa-a2-micro/1-2-2-imperfect-information.html,Imperfect Information: when workers do not have perfect informat,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-6-4-wage-determination-imperfectly-competitive-labour-markets.html,related,marginal revenue product,/revision-notes/aqa-a2-micro/1-6-1-the-demand-for-labour-marginal-productivity-theory.html,inal cost of labour (MCL) equals the marginal revenue product of labour (MRPL) .,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-6-5-the-influence-of-trade-unions-in-determining-wages-and-levels-of-employment.html,related,monopsonist,/revision-notes/aqa-a2-micro/1-6-4-wage-determination-imperfectly-competitive-labour-markets.html,"ateral monopoly, meaning there is a single buyer (the monopsonist) and a single seller (the trade union) of labour. Thi",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-6-7-discrimination-in-the-labour-market.html,related,Monopsony,/revision-notes/aqa-a2-micro/1-6-4-wage-determination-imperfectly-competitive-labour-markets.html,/p> Monopsony Power: Employers have a degree of control,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-10-government-failure.html,related,demerit goods,/revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,"xample: A minimum price for demerit goods such as alcohol may reduce consumption, but it can al",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-10-government-failure.html,related,imperfect information,/revision-notes/aqa-a2-micro/1-2-2-imperfect-information.html,"rnments also suffer from imperfect information and bounded rationality , just",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-2-the-meaning-of-market-failure.html,related,allocative efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,> This results in a loss of allocative efficiency and a misallocation of resources from societ,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-2-the-meaning-of-market-failure.html,related,positive externalities,/revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,and under-provide/consume goods with positive externalities. Public Goods,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-2-the-meaning-of-market-failure.html,related,consumer surplus,/revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,"tricts output to raise prices, resulting in a loss of consumer surplus and a deadweight welfare loss to society.",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-3-public-goods-private-goods-and-quasi-public-goods.html,related,Technological Change,/revision-notes/aqa-a2-micro/1-4-8-technological-change.html,The Significance of Technological Change: technological advancements can transform qu,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,related,costs of production,/revision-notes/aqa-a2-micro/1-4-4-costs-of-production.html,"span class=""key-definition"">Private costs: the costs of production incurred by the producers directly involved in the tr",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,related,demerit goods,/revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,mokers through second-hand smoke. These are demerit goods .,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,related,positive externalities,/revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,"ey-definition"">Merit goods: goods that exhibit positive externalities in their consumption or production, and are therefore",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,related,Imperfect information,/revision-notes/aqa-a2-micro/1-2-2-imperfect-information.html,Imperfect Information Imperfect information can lead to the under-consumption of merit goods and,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-6-market-imperfections.html,related,consumer surplus,/revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,"ces above the competitive level, leading to a loss of consumer surplus and a transfer of wealth from consumers to producers.",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-6-market-imperfections.html,related,productive efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,"can also lead to a reduction in output and a loss of productive efficiency, as monopolies may not have the same incentives to mi",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-8-public-ownership-privatisation-regulation-and-deregulation-of-markets.html,related,Allocative Efficiency,/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,n the diagram above as the Government produces at the Allocative Efficiency point (AR=LRMC). Public ownership results in:,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-8-public-ownership-privatisation-regulation-and-deregulation-of-markets.html,related,consumer surplus,/revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,li> Higher output Higher consumer surplus Lower profits for the firm,anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,related,demerit goods,/revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,"ose: to reduce consumption and production of demerit goods, such as tobacco or alcohol, and to generate governme",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,related,price elasticity of demand,/revision-notes/aqa-a2-micro/1-3-2-price-income-and-cross-elasticities-of-demand.html,"the effectiveness of an indirect tax depends on the price elasticity of demand (PED) for the good. If demand is inelastic, the tax",anchor wraps existing prose; no text added or reworded
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,related,positive externalities,/revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,"consumption and production of merit goods, encourage positive externalities, and support producers.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-1-4-production-possibility-frontiers.html,related,Allocative efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,Allocative Efficiency Allocative efficiency occurs when the economy produces the combination of g,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-2-10-alternative-views-of-consumer-behaviour.html,related,tariffs,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,"Complex tariffs, bundles, or pricing structures can make it harder",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,related,indirect tax,/revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,PED &amp; Taxation: Placing an indirect tax on goods with inelastic demand (e.g.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-3-1-types-of-market-failure.html,related,allocative efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,> This results in a loss of allocative efficiency and a misallocation of resources from societ,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-3-1-types-of-market-failure.html,related,positive externalities,/revision-notes/edexcel-theme-1/1-3-2-externalities.html,and under-provide/consume goods with positive externalities. Public Goods,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-3-1-types-of-market-failure.html,related,Asymmetric information,/revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,Asymmetric information: when one party in a transaction has more or b,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,related,allocative efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,This results in a loss of allocative efficiency . <sec,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,related,indirect tax,/revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,"Effect: an indirect tax increases costs for producers, shifting the",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,related,negative externalities,/revision-notes/edexcel-theme-1/1-3-2-externalities.html,g>S=MPC curve to the left. This internalises negative externalities and leads to a higher price being paid by consumers a,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,related,price elasticity of demand,/revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,"the effectiveness of an indirect tax depends on the price elasticity of demand (PED) for the good. If demand is inelastic, the tax",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-1/1-4-2-government-failure.html,related,indirect tax,/revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,"of cigarettes, and as a result they may implement an indirect tax that is too high. This could actually result in under",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-1-2-inflation.html,related,international competitiveness,/revision-notes/edexcel-theme-4/4-1-9-international-competitiveness.html,lation than trading partners erodes international competitiveness Fi,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-1-2-inflation.html,related,national debt,/revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,ncrease the government's budget deficit and national debt.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-1-3-employment-unemployment.html,related,demand-side policies,/revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,"nes the most appropriate policy response, such as demand-side policies for cyclical unemployment and supply-side policie",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-1-3-employment-unemployment.html,related,supply-side policies,/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,emand-side policies for cyclical unemployment and supply-side policies for structural unemployment.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-1-3-employment-unemployment.html,related,negative output gap,/revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,"/strong>, where cyclical unemployment indicates a negative output gap, and to fiscal policy , since hig",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-1-4-balance-of-payments.html,related,Supply-Side Policies,/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,Supply-Side Policies: Improving productivity and competitivenes,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-1-aggregate-demand.html,related,tariffs,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,r growth in trading partners Lower tariffs abroad,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-2-consumption.html,related,marginal propensity to consume,/revision-notes/edexcel-theme-2/2-4-4-the-multiplier.html,The marginal propensity to consume (MPC) is the proportion of an,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-3-investment.html,related,long-run aggregate supply,/revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,"g>productive potential and can shift long-run aggregate supply (LRAS) to the right, supporting non-inflatio",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-4-government-expenditure.html,related,Supply-Side Policies,/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,"Long-term Supply-Side Policies: Spending on infrastructure, education, and",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-4-government-expenditure.html,related,long-run aggregate supply,/revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,technology can increase productive capacity and shift long-run aggregate supply to the right.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-4-government-expenditure.html,related,automatic stabilisers,/revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,"ary: Know the difference between automatic stabilisers , which operate without new laws, and",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-2-5-net-trade.html,related,protectionism,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,"educe imports and improve the trade balance. However, protectionism can also lead to retaliation from trading partners, w",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,related,supply-side policies,/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,that governments use to shift LRAS are called supply-side policies . These are covered in detail in 2.6.3 Supply,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-4-1-national-income.html,related,injections and withdrawals,/revision-notes/edexcel-theme-2/2-4-2-injections-withdrawals.html,( J = W \) and analyse what happens when injections and withdrawals are unequal.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-4-2-injections-withdrawals.html,related,marginal propensity to consume,/revision-notes/edexcel-theme-2/2-4-4-the-multiplier.html,"hen spends a proportion of it, based on their marginal propensity to consume (MPC) , which becomes income for others, and",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,related,short-run aggregate supply,/revision-notes/edexcel-theme-2/2-3-2-short-run-aggregate-supply.html,re aggregate demand equals short-run aggregate supply . It determines the actual price lev,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,related,production possibility frontier,/revision-notes/edexcel-theme-1/1-1-4-production-possibility-frontiers.html,LRAS curve and the production possibility frontier . This is an increase in potential ou,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-5-3-trade-cycle.html,related,positive output gap,/revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,">boom , the economy operates with a positive output gap , where actual output is above potential ou",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-5-3-trade-cycle.html,related,demand-side policies,/revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,>Evaluate the role of government demand-side policies in stabilising the cycle.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-1-possible-macroeconomic-objectives.html,related,international competitiveness,/revision-notes/edexcel-theme-4/4-1-9-international-competitiveness.html,"y for consumers and firms, protects savings, supports international competitiveness, and avoids the costs of hyperinflation or deflation.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-1-possible-macroeconomic-objectives.html,related,national debt,/revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,balanced fiscal position helps control national debt . High budget deficits can raise debt-servici,anchor wraps existing prose; no text added or reworded
